,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5186,8465101,710,SAF12338,12338,2020-02-24,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,Qonce,-32.8803,27.3945,1,Daily Dispatch,Subnational,"On 24 February 2020, students from Masibonisane High School barricaded roads with burning tyres and rocks in King Williams Town (Buffalo City, Eastern Cape), demanding toilets, fencing, and transport. [size=no report]",0,1630985295,ZAF
5196,6978335,710,SAF12323,12323,2020-02-21,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg,-26.2023,28.0436,1,Sowetan (South Africa),National,"On 21 February 2020, about 80 students marched to the financial aid offices at University of the Witwatersrand in Johannesburg (City of Johannesburg, Gauteng), demanding their NSFAS allowances to be paid. [size=about 80]",0,1583194354,ZAF
5197,6982507,710,SAF12401,12401,2020-02-21,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 21 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504198,ZAF
5205,6982505,710,SAF12399,12399,2020-02-20,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 20 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504239,ZAF
5217,6982504,710,SAF12398,12398,2020-02-19,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 19 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504282,ZAF
5221,7793309,710,SAF12315,12315,2020-02-19,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Kariega,-33.7653,25.4022,1,GroundUp,National,"On 19 February 2020, over 100 students demonstrated in Uitenhage (Nelson Mandela Bay, Eastern Cape) over NSFAS allowances not being paid. [size=over 100]",0,1617656369,ZAF
5222,8008621,710,SAF12247,12247,2020-02-19,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa),National,"On 19 February 2020, more than 100 students set alight to their mattresses and fridges and also damaged a gymnasium situated at the campus of the University of KwaZulu-Natal in Durban (eThekwini, KwaZulu-Natal). The demonstration was over registration issues. [size=more than 100]",0,1622068025,ZAF
5223,8008622,710,SAF12262,12262,2020-02-19,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Daily Dispatch,National,"On 19 February 2020, students clashed with security officials at the University of KwaZulu-Natal (UKZN) Westville campus (eThekwini, KwaZulu-Natal), over historic debt and financial exclusion. Students reportedly wore balaclavas and with T-shirts covering their faces. [size=no report]",0,1622068025,ZAF
5226,6876393,710,SAF12263,12263,2020-02-18,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Alice,-32.7875,26.8344,1,Daily Dispatch,Subnational,"On 18 February 2020, about 100 students demonstrated outside the Alice Magistrate Court (Amathole, Eastern Cape) during the court proceedings of a student accused of stabbing and killing another student. [size=about 100]",0,1618504339,ZAF
5232,6978118,710,SAF12305,12305,2020-02-18,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Eden,George,George,-33.9667,22.45,1,George Herald (South Africa),Subnational,"On 18 February 2020, students demonstrated at the South Cape College in George (Eden, Western Cape) over bursary allowance payments not being paid out. [size=no report]",0,1583194353,ZAF
5236,6982502,710,SAF12396,12396,2020-02-18,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 18 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504319,ZAF
5238,7734725,710,SAF12261,12261,2020-02-18,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,Daily Dispatch,Subnational,"On 18 February 2020, students demonstrating at the Nelson Mandela University (NMU) in Port Elizabeth (Nelson Mandela Bay, Eastern Cape) reportedly held bricks and disrupted lectures by setting off the fire alarms. Seven students were arrested for damage to infrastructure and contravening a court interdict. [size=at least 7]",0,1615249505,ZAF
5240,6876397,710,SAF12257,12257,2020-02-17,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Eden,George,George,-33.9667,22.45,1,Daily Dispatch,National,"On 17 February 2020, students demonstrated at the South Cape TVET College campus at George (Eden, Western Cape). The demonstration was over NSFAS funding issues. [size=no report]",0,1582579320,ZAF
5241,6876398,710,SAF12258,12258,2020-02-17,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,1,Daily Dispatch,National,"On 17 February 2020, students demonstrated at the Orbit TVET College at Rustenburg (Bojanala Platinum, North-West). The demonstrators accused the institution of maladministration. [size=no report]",0,1618504372,ZAF
5243,6974605,710,SAF12259,12259,2020-02-17,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,uThungulu,uMhlathuze,Richards Bay,-28.8,32.1,1,Daily Dispatch,National,"On 17 February 2020, students demonstrated at the the uMfolozi TVET College Richtek Campus in Richards Bay (uThungulu, KwaZulu-Natal). Students reportedly damaged municipal property and threatened to stone vehicles. [size=no report]",0,1583194170,ZAF
5248,6978117,710,SAF12295,12295,2020-02-17,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Eden,George,George,-33.9667,22.45,1,George Herald (South Africa),Subnational,"On 17 February 2020, students demonstrated at the South Cape College in George (Eden, Western Cape) over bursary allowance payments not being paid out. [size=no report]",0,1583194353,ZAF
5251,6982527,710,SAF12394,12394,2020-02-17,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 17 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504361,ZAF
5254,7734726,710,SAF12260,12260,2020-02-17,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,Daily Dispatch,Subnational,"On 17 February 2020, students demonstrating at the Nelson Mandela University (NMU) in Port Elizabeth (Nelson Mandela Bay, Eastern Cape) reportedly held bricks and disrupted lectures by setting off the fire alarms. Some students blocked entrances. The demonstration was over accomondation issues. [size=no report]",0,1615249505,ZAF
5255,8008623,710,SAF12296,12296,2020-02-17,2020,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umkhanyakude,Jozini,Jozini,-27.4296,32.0666,1,Daily Sun (South Africa),National,"On or around 17 February 2020, students at the Gugulesizwe High School at eMkhonjeni in Jozini (uMkhanyakude, KwaZulu-Natal) demonstrated at the school, demanding the arrest of a security guard accused of raping a female student at the school. [size=no report]",0,1622068025,ZAF
5265,6982498,710,SAF12392,12392,2020-02-14,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 14 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618511065,ZAF
5274,6982500,710,SAF12390,12390,2020-02-13,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 13 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618511100,ZAF
5280,8465187,710,SAF12228,12228,2020-02-13,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,2,GroundUp,National,"On 13 February 2020, students marched in Riebeeck East, 42km from Makhanda (formerly Grahamstown), demanding their parents, who have closed down their school since Tuesday over a shortage of teachers, stop hindering their education. [size=no report]",0,1630985296,ZAF
5287,6982494,710,SAF12388,12388,2020-02-12,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 12 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618511135,ZAF
5297,6982496,710,SAF12386,12386,2020-02-11,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 11 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618511172,ZAF
5301,8008626,710,SAF12245,12245,2020-02-11,2020,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Highway Mail,Subnational,"On 11 February 2020, students marched from the Howard College to the City Hall in Durban (eThekwini, KwaZulu-Natal) to hand over a memorandum, demanding students who come from a certain income bracket to be allowed to register without paying 15% of their historical debt. Police stopped demonstrators due to the march being without authorisation. [size=no report]",0,1622068025,ZAF
5305,6865650,710,SAF12208,12208,2020-02-10,2020,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Hammanskraal,-25.4089,28.287,2,News24 (South Africa); GroundUp,National,"On 10 February 2020, over 200 parents and students demonstrated in the Mogogelo Village in Hammanskraal in Gauteng, demanding a new school. Police fired rubber bullets to disperse the crowd. [size=over 200]",0,1581982119,ZAF
